data;produto;categoria;regiao;estado;quantidade;receita;custo
03/06/2023;Smartphone;Tecnologia;Sul;PR;2;7705.58;3979.66
02/02/2023;Smartphone;Tecnologia;Nordeste;BA;3;5807.86;4348.19
31/07/2023;Smartphone;Tecnologia;Nordeste;BA;1;3425.75;2087.69
07/10/2024;Smartphone;Tecnologia;Sudeste;RJ;2;8964.99;5908.64
14/05/2024;Headset;Acessórios;Centro-Oeste;DF;7;16241.29;10909.74
22/08/2024;Smartphone;Tecnologia;Sudeste;RJ;8;23421.69;17266.86
24/01/2024;Headset;Acessórios;Sudeste;SP;9;34383.16;22557.09
24/07/2023;Mouse;Acessórios;Sudeste;RJ;2;1219.61;928.16
16/07/2024;Monitor;Tecnologia;Centro-Oeste;DF;7;9342.4;5747.34
22/03/2024;Smartphone;Tecnologia;Centro-Oeste;DF;3;2445.4;1229.66
17/10/2024;Smartphone;Tecnologia;Sudeste;RJ;1;2308.69;1486.71
06/03/2023;Monitor;Tecnologia;Sudeste;RJ;9;28020.67;16294.19
18/07/2024;Monitor;Tecnologia;Sul;PR;9;35615.07;22271.17
22/01/2024;Smartphone;Tecnologia;Centro-Oeste;DF;7;19959.35;14364.38
06/03/2024;Mouse;Acessórios;Sudeste;SP;1;997.13;604.65
10/02/2024;Monitor;Tecnologia;Nordeste;BA;2;3666.77;2090.36
01/12/2024;Mouse;Acessórios;Sudeste;SP;9;15729.26;12160.32
23/03/2023;Mouse;Acessórios;Sudeste;RJ;9;8933.44;5516.3
18/08/2023;Smartphone;Tecnologia;Centro-Oeste;DF;4;5928.57;4653.86
23/09/2024;Mouse;Acessórios;Centro-Oeste;DF;5;4511.75;2821.08
01/05/2023;Mouse;Acessórios;Centro-Oeste;DF;8;35831.16;24373.77
03/06/2023;Notebook;Tecnologia;Sudeste;RJ;2;2503.31;1996.01
26/04/2024;Smartphone;Tecnologia;Centro-Oeste;DF;8;37938.34;26363.13
27/08/2023;Notebook;Tecnologia;Centro-Oeste;DF;5;21189.46;11359.7
15/05/2024;Mouse;Acessórios;Sudeste;SP;2;4456.82;2277.52
29/07/2024;Headset;Acessórios;Sul;RS;3;12653.78;9366.72
01/04/2023;Notebook;Tecnologia;Sul;RS;6;29165.77;22315.77
03/11/2024;Monitor;Tecnologia;Sudeste;SP;3;9563.2;6287.89
24/05/2024;Notebook;Tecnologia;Sul;RS;3;11736.22;8318.7
14/04/2024;Teclado;Acessórios;Nordeste;BA;8;36307.7;23201.14
22/12/2023;Monitor;Tecnologia;Sudeste;RJ;8;30923.38;15785.13
22/04/2024;Mouse;Acessórios;Sudeste;RJ;4;12441.55;6562.25
07/08/2023;Notebook;Tecnologia;Sul;RS;9;20342.38;11836.98
05/06/2024;Headset;Acessórios;Sudeste;RJ;9;6297.25;4758.57
06/07/2023;Monitor;Tecnologia;Centro-Oeste;DF;9;17826.58;13895.41
19/07/2024;Headset;Acessórios;Sul;PR;2;4676.08;2860.86
23/11/2023;Smartphone;Tecnologia;Nordeste;BA;8;29045.71;14947.94
22/09/2024;Notebook;Tecnologia;Sudeste;SP;2;1729.42;978.94
03/09/2023;Notebook;Tecnologia;Sudeste;RJ;5;24808.2;12861.94
27/01/2023;Notebook;Tecnologia;Sudeste;RJ;3;12633.19;7634.78
01/07/2023;Headset;Acessórios;Sudeste;SP;2;5894.01;4475.6
19/01/2024;Monitor;Tecnologia;Sudeste;SP;1;4453.83;3292.4
12/11/2024;Monitor;Tecnologia;Sudeste;SP;8;12830.28;7020.76
31/10/2023;Headset;Acessórios;Sul;RS;9;18027.36;10304.57
08/09/2023;Notebook;Tecnologia;Sul;PR;5;17803.17;12205.56
07/09/2023;Teclado;Acessórios;Nordeste;BA;6;8108.98;6199.24
21/12/2024;Teclado;Acessórios;Nordeste;BA;9;5684.51;4250.57
29/08/2024;Monitor;Tecnologia;Sudeste;RJ;5;19228.94;10541.84
23/05/2024;Monitor;Tecnologia;Sudeste;SP;4;12011.27;8732.08
29/04/2024;Smartphone;Tecnologia;Sudeste;RJ;7;9583.69;5033.63
11/10/2024;Teclado;Acessórios;Sudeste;RJ;1;3019.3;1614.58
12/11/2023;Teclado;Acessórios;Centro-Oeste;DF;2;6706.05;4439.38
05/03/2024;Mouse;Acessórios;Sudeste;RJ;3;3234.06;1891.93
27/09/2023;Smartphone;Tecnologia;Sul;PR;7;20549.9;16211.76
03/07/2023;Teclado;Acessórios;Nordeste;BA;5;4806.47;3754.66
15/08/2023;Notebook;Tecnologia;Centro-Oeste;DF;4;3221.07;1901.36
13/04/2024;Monitor;Tecnologia;Nordeste;BA;1;3969.43;2828.5
29/05/2023;Mouse;Acessórios;Centro-Oeste;DF;6;12338.84;8467.83
20/05/2023;Teclado;Acessórios;Sul;PR;2;8843.83;7004.73
25/07/2024;Teclado;Acessórios;Sudeste;RJ;4;13656.33;9263.34
17/02/2024;Smartphone;Tecnologia;Sul;PR;7;5567.22;4155.68
07/08/2023;Monitor;Tecnologia;Nordeste;BA;3;4908.87;2455.95
12/12/2024;Teclado;Acessórios;Nordeste;BA;2;3462.64;2767.12
05/05/2024;Headset;Acessórios;Sudeste;SP;1;959.87;725.92
07/06/2024;Mouse;Acessórios;Sul;RS;7;29516.5;17400.34
09/05/2023;Mouse;Acessórios;Centro-Oeste;DF;2;7955.41;4526.75
20/05/2023;Teclado;Acessórios;Sudeste;SP;3;14336.66;7818.03
27/10/2023;Teclado;Acessórios;Sul;PR;5;22964.3;17388.75
11/08/2024;Monitor;Tecnologia;Sul;RS;4;9156.7;5331.62
04/11/2023;Mouse;Acessórios;Sudeste;SP;3;5711.35;3405.24
15/04/2023;Notebook;Tecnologia;Sudeste;RJ;6;9208.77;5193.12
12/04/2024;Smartphone;Tecnologia;Sudeste;SP;1;3432.5;2095.74
12/10/2024;Monitor;Tecnologia;Sul;RS;8;9732.85;5461.2
31/12/2023;Smartphone;Tecnologia;Sudeste;RJ;5;5957.31;3789.49
08/05/2023;Monitor;Tecnologia;Sudeste;SP;2;7849.22;5399.21
03/02/2024;Smartphone;Tecnologia;Nordeste;BA;5;23016.31;18188.72
18/08/2024;Mouse;Acessórios;Sul;PR;4;16337.67;10528.92
29/11/2023;Headset;Acessórios;Sudeste;SP;7;7443.35;5252.55
12/09/2023;Headset;Acessórios;Sul;PR;4;12051.43;6841.14
04/12/2023;Notebook;Tecnologia;Sudeste;RJ;6;18713.23;10866.73
26/12/2024;Monitor;Tecnologia;Nordeste;BA;8;19596.88;15585.51
17/05/2023;Smartphone;Tecnologia;Sul;PR;1;552.29;288.15
24/02/2024;Headset;Acessórios;Sudeste;SP;2;5319.45;3617.26
04/08/2024;Notebook;Tecnologia;Sudeste;SP;9;39334.96;28870.1
16/03/2023;Headset;Acessórios;Sul;RS;8;30074.27;21796.28
09/12/2024;Monitor;Tecnologia;Sul;PR;9;14302.82;11385.03
31/01/2024;Monitor;Tecnologia;Nordeste;BA;6;19690.2;13994.61
21/01/2023;Headset;Acessórios;Nordeste;BA;8;4351.75;2602.08
01/08/2023;Notebook;Tecnologia;Sul;RS;2;5808.18;4441.86
23/01/2024;Smartphone;Tecnologia;Sul;RS;1;4210.31;2557.09
01/09/2023;Notebook;Tecnologia;Sudeste;SP;7;7680.55;5147.98
15/11/2024;Teclado;Acessórios;Sudeste;RJ;2;8392.97;4300.18
06/12/2024;Smartphone;Tecnologia;Centro-Oeste;DF;1;4781.97;2569.19
01/02/2023;Headset;Acessórios;Sudeste;RJ;6;19058.97;13055.04
23/11/2023;Teclado;Acessórios;Centro-Oeste;DF;9;33216.95;25287.76
16/08/2023;Smartphone;Tecnologia;Sudeste;RJ;2;6627.74;4871.57
13/05/2024;Teclado;Acessórios;Centro-Oeste;DF;7;24315.83;16191.92
29/04/2023;Notebook;Tecnologia;Sul;RS;6;25067.04;15935.0
31/08/2024;Notebook;Tecnologia;Nordeste;BA;3;2050.18;1125.96
16/06/2023;Monitor;Tecnologia;Sudeste;RJ;2;1543.17;885.98
08/01/2024;Monitor;Tecnologia;Sul;RS;9;39807.23;22521.51
14/11/2023;Teclado;Acessórios;Sudeste;SP;7;18310.75;13243.87
06/04/2023;Teclado;Acessórios;Centro-Oeste;DF;7;17160.14;8804.84
10/07/2023;Smartphone;Tecnologia;Sul;PR;2;1187.75;826.65
18/03/2024;Notebook;Tecnologia;Sul;PR;5;24917.51;19745.58
11/08/2023;Notebook;Tecnologia;Sudeste;RJ;3;2600.61;1614.92
04/06/2023;Headset;Acessórios;Centro-Oeste;DF;6;3827.62;2209.7
03/02/2023;Teclado;Acessórios;Sul;RS;1;4407.23;3165.05
18/03/2024;Headset;Acessórios;Nordeste;BA;8;19317.76;11663.69
04/07/2023;Smartphone;Tecnologia;Sul;PR;4;11087.21;7350.71
14/01/2023;Notebook;Tecnologia;Centro-Oeste;DF;3;9312.12;5881.39
29/07/2023;Teclado;Acessórios;Nordeste;BA;5;11399.09;7772.55
28/08/2023;Monitor;Tecnologia;Centro-Oeste;DF;2;8136.6;5667.17
30/12/2023;Monitor;Tecnologia;Sudeste;SP;3;9496.73;7347.71
15/06/2023;Smartphone;Tecnologia;Sul;PR;3;9910.05;6832.66
20/01/2023;Mouse;Acessórios;Centro-Oeste;DF;1;1092.05;780.54
08/07/2023;Headset;Acessórios;Sul;PR;7;23425.03;14332.71
29/07/2024;Monitor;Tecnologia;Sudeste;RJ;2;2628.79;1988.2
01/08/2024;Monitor;Tecnologia;Centro-Oeste;DF;9;14512.86;11047.55
20/12/2023;Teclado;Acessórios;Sul;RS;8;24858.94;17371.09
01/04/2023;Headset;Acessórios;Sudeste;RJ;7;8651.0;5340.48
03/01/2024;Mouse;Acessórios;Nordeste;BA;9;20661.36;15648.83
04/02/2023;Headset;Acessórios;Sul;PR;5;9816.78;7186.29
06/01/2023;Smartphone;Tecnologia;Sul;RS;8;18279.75;10439.72
04/04/2024;Headset;Acessórios;Nordeste;BA;3;7467.33;4474.92
17/08/2024;Notebook;Tecnologia;Sul;PR;9;21950.94;12613.33
24/12/2024;Smartphone;Tecnologia;Sudeste;RJ;1;1636.38;994.55
03/08/2024;Monitor;Tecnologia;Centro-Oeste;DF;9;29024.3;17618.32
06/07/2023;Mouse;Acessórios;Sul;RS;5;20090.28;14296.56
03/08/2023;Teclado;Acessórios;Sudeste;SP;8;25072.76;19067.37
28/02/2023;Headset;Acessórios;Centro-Oeste;DF;4;6855.49;3545.15
04/05/2023;Teclado;Acessórios;Sul;RS;5;23573.63;12065.06
25/10/2023;Headset;Acessórios;Nordeste;BA;7;10578.09;5860.29
07/10/2023;Notebook;Tecnologia;Centro-Oeste;DF;5;4824.45;3258.44
31/12/2024;Headset;Acessórios;Sul;RS;4;19759.34;15600.7
01/06/2024;Headset;Acessórios;Sudeste;RJ;2;3908.18;3095.0
11/03/2024;Mouse;Acessórios;Sul;RS;7;17824.31;11669.2
15/04/2024;Notebook;Tecnologia;Nordeste;BA;2;4083.88;2694.03
28/09/2024;Smartphone;Tecnologia;Sudeste;RJ;7;4444.17;2632.63
09/11/2024;Monitor;Tecnologia;Sul;PR;2;2816.68;1977.39
21/08/2024;Teclado;Acessórios;Nordeste;BA;2;2695.14;1938.48
13/01/2024;Headset;Acessórios;Sudeste;RJ;6;26439.84;14625.06
28/06/2023;Notebook;Tecnologia;Centro-Oeste;DF;2;6954.69;5519.17
21/01/2024;Monitor;Tecnologia;Sul;PR;2;3197.33;2395.64
16/06/2024;Mouse;Acessórios;Centro-Oeste;DF;8;31666.7;16907.89
23/11/2024;Monitor;Tecnologia;Sudeste;RJ;9;32425.83;22793.87
23/09/2023;Teclado;Acessórios;Nordeste;BA;3;14201.82;10623.69
31/03/2024;Teclado;Acessórios;Centro-Oeste;DF;5;15486.67;9362.81
19/04/2024;Headset;Acessórios;Sudeste;RJ;2;9994.72;5141.92
29/11/2024;Headset;Acessórios;Centro-Oeste;DF;9;39590.77;31593.47
19/12/2023;Mouse;Acessórios;Centro-Oeste;DF;9;8164.51;4789.35
22/12/2023;Teclado;Acessórios;Sul;PR;4;13709.21;10001.65
23/04/2023;Monitor;Tecnologia;Sul;PR;4;14016.68;10405.34
19/05/2024;Monitor;Tecnologia;Sudeste;RJ;2;8901.02;5297.52
29/07/2023;Teclado;Acessórios;Sudeste;SP;1;1040.94;690.5
18/09/2024;Notebook;Tecnologia;Sul;PR;9;17799.44;12264.93
30/11/2024;Notebook;Tecnologia;Sudeste;SP;7;21248.33;13049.15
26/07/2023;Teclado;Acessórios;Sul;RS;9;28657.66;19020.26
23/01/2023;Monitor;Tecnologia;Sudeste;SP;3;4568.14;2384.38
10/11/2024;Headset;Acessórios;Sul;PR;3;3774.0;2614.52
21/05/2024;Mouse;Acessórios;Sudeste;RJ;2;5171.45;3174.94
12/04/2023;Notebook;Tecnologia;Sudeste;SP;8;22686.94;14604.82
05/07/2023;Teclado;Acessórios;Centro-Oeste;DF;5;20809.74;11084.84
25/04/2024;Headset;Acessórios;Centro-Oeste;DF;5;11473.51;7733.74
05/06/2024;Headset;Acessórios;Sudeste;RJ;4;12942.29;9440.95
02/04/2023;Teclado;Acessórios;Sul;RS;6;23165.64;16555.26
19/05/2023;Headset;Acessórios;Nordeste;BA;5;6905.0;3468.17
12/11/2024;Mouse;Acessórios;Sul;RS;5;22705.69;13011.37
13/07/2023;Headset;Acessórios;Centro-Oeste;DF;3;2313.61;1805.38
20/10/2023;Monitor;Tecnologia;Sudeste;RJ;6;8253.07;4538.36
21/11/2023;Teclado;Acessórios;Centro-Oeste;DF;4;6621.98;3876.92
23/08/2024;Mouse;Acessórios;Nordeste;BA;3;9342.58;4922.49
29/12/2023;Mouse;Acessórios;Sudeste;SP;2;4599.15;3647.2
27/06/2024;Monitor;Tecnologia;Sul;PR;9;25660.48;13778.83
09/10/2024;Mouse;Acessórios;Sul;PR;7;20042.65;14284.67
05/02/2023;Headset;Acessórios;Centro-Oeste;DF;8;32562.66;18090.79
23/12/2024;Teclado;Acessórios;Sudeste;SP;8;38665.37;24941.62
26/11/2023;Smartphone;Tecnologia;Sudeste;RJ;7;29196.08;17869.55
06/10/2024;Teclado;Acessórios;Sul;PR;7;23596.53;15445.17
10/07/2023;Notebook;Tecnologia;Sudeste;RJ;9;36646.63;25432.09
18/09/2023;Notebook;Tecnologia;Sudeste;SP;8;18797.02;14134.58
09/06/2023;Monitor;Tecnologia;Sul;RS;8;31718.01;21155.63
04/03/2023;Mouse;Acessórios;Nordeste;BA;5;9296.36;6689.54
25/11/2024;Monitor;Tecnologia;Sul;RS;4;9627.29;6741.65
08/05/2024;Smartphone;Tecnologia;Sul;PR;2;7899.91;4304.75
17/01/2023;Headset;Acessórios;Sul;RS;7;21978.17;12096.88
15/05/2023;Teclado;Acessórios;Sudeste;SP;3;13235.0;8495.12
24/09/2023;Monitor;Tecnologia;Centro-Oeste;DF;5;4653.58;2359.79
29/02/2024;Headset;Acessórios;Nordeste;BA;3;9695.77;6438.08
27/05/2024;Notebook;Tecnologia;Sudeste;RJ;9;20331.69;13791.86
01/10/2024;Smartphone;Tecnologia;Sul;RS;9;44505.31;24074.34
10/03/2023;Notebook;Tecnologia;Nordeste;BA;5;17706.43;11204.89
29/11/2024;Mouse;Acessórios;Sul;PR;7;26322.28;13286.07
18/08/2023;Headset;Acessórios;Centro-Oeste;DF;8;8622.19;4580.39
27/06/2023;Teclado;Acessórios;Sudeste;SP;6;18616.45;10839.39
19/09/2023;Mouse;Acessórios;Sudeste;SP;4;3541.85;2721.05
21/04/2024;Monitor;Tecnologia;Nordeste;BA;3;6916.04;4219.38
06/02/2023;Notebook;Tecnologia;Centro-Oeste;DF;6;12584.9;6554.56
28/08/2023;Monitor;Tecnologia;Centro-Oeste;DF;1;4243.38;2974.11
27/03/2024;Teclado;Acessórios;Nordeste;BA;5;8600.82;5830.01
09/11/2023;Headset;Acessórios;Sul;PR;3;8694.93;5193.48
14/10/2023;Teclado;Acessórios;Sul;PR;3;4069.39;2098.59
08/09/2023;Notebook;Tecnologia;Sudeste;RJ;2;4266.5;3407.41
30/12/2024;Monitor;Tecnologia;Sul;PR;7;18153.98;9404.54
10/09/2023;Smartphone;Tecnologia;Sul;PR;4;19309.98;13333.31
03/02/2024;Headset;Acessórios;Nordeste;BA;9;11404.36;7103.13
03/02/2023;Headset;Acessórios;Sul;PR;9;37783.16;18905.6
08/05/2023;Notebook;Tecnologia;Sudeste;RJ;8;32636.2;25395.97
07/01/2024;Mouse;Acessórios;Centro-Oeste;DF;7;16078.45;8774.41
17/06/2024;Monitor;Tecnologia;Sul;RS;5;19086.56;13944.25
01/07/2024;Teclado;Acessórios;Sul;RS;1;4289.15;2814.91
30/07/2024;Smartphone;Tecnologia;Sul;PR;6;9940.28;7319.73
08/06/2023;Headset;Acessórios;Sul;PR;1;3238.19;2111.47
07/02/2023;Teclado;Acessórios;Sul;PR;4;14757.4;7538.79
08/10/2024;Notebook;Tecnologia;Sul;PR;1;1523.11;917.68
27/09/2024;Teclado;Acessórios;Sudeste;SP;9;8049.53;6287.39
13/04/2024;Monitor;Tecnologia;Centro-Oeste;DF;9;25143.83;18797.17
20/01/2023;Notebook;Tecnologia;Nordeste;BA;7;33185.19;25287.15
30/10/2024;Headset;Acessórios;Sul;RS;6;27823.58;18059.98
21/12/2024;Headset;Acessórios;Sudeste;RJ;6;18297.53;11295.3
13/10/2023;Mouse;Acessórios;Sul;PR;1;1023.65;762.86
02/09/2024;Headset;Acessórios;Sudeste;SP;3;10603.1;6995.34
02/06/2024;Teclado;Acessórios;Sul;PR;6;6814.51;3840.62
29/03/2023;Headset;Acessórios;Sul;RS;9;17562.38;8901.81
21/03/2023;Mouse;Acessórios;Sul;RS;2;3012.53;2371.45
16/11/2023;Headset;Acessórios;Centro-Oeste;DF;2;6768.75;5054.52
16/01/2024;Smartphone;Tecnologia;Sudeste;RJ;9;23913.85;14207.66
20/02/2023;Mouse;Acessórios;Nordeste;BA;1;3228.14;2354.74
31/07/2023;Mouse;Acessórios;Sudeste;SP;4;11046.19;6844.21
15/11/2023;Teclado;Acessórios;Sudeste;RJ;9;31485.43;16892.83
16/11/2023;Mouse;Acessórios;Sul;RS;5;3080.77;1665.31
12/02/2024;Mouse;Acessórios;Nordeste;BA;4;3439.38;2521.12
23/10/2023;Monitor;Tecnologia;Sul;PR;4;9911.21;5269.78
22/05/2023;Teclado;Acessórios;Sudeste;RJ;6;3008.98;1520.46
03/07/2023;Monitor;Tecnologia;Sul;PR;2;6851.81;3738.4
13/07/2024;Headset;Acessórios;Centro-Oeste;DF;3;9119.95;5084.69
11/11/2024;Teclado;Acessórios;Sudeste;RJ;9;6855.63;5473.95
15/10/2023;Notebook;Tecnologia;Sul;RS;8;14704.78;9250.8
05/03/2024;Monitor;Tecnologia;Sudeste;RJ;9;10261.1;5504.21
23/04/2024;Headset;Acessórios;Sudeste;SP;3;3899.85;2759.08
31/10/2024;Smartphone;Tecnologia;Nordeste;BA;1;2792.4;2231.15
23/01/2024;Headset;Acessórios;Sudeste;SP;1;1546.9;875.92
08/01/2023;Notebook;Tecnologia;Nordeste;BA;4;13803.03;10413.07
18/02/2023;Teclado;Acessórios;Centro-Oeste;DF;2;2176.39;1667.08
08/01/2023;Smartphone;Tecnologia;Centro-Oeste;DF;3;6464.75;4035.55
21/05/2024;Headset;Acessórios;Sul;PR;7;26608.85;19445.52
20/11/2024;Monitor;Tecnologia;Centro-Oeste;DF;7;16608.85;10702.8
29/05/2023;Mouse;Acessórios;Nordeste;BA;6;24339.12;16420.25
12/01/2023;Notebook;Tecnologia;Sudeste;RJ;7;7818.96;5165.15
26/01/2024;Notebook;Tecnologia;Centro-Oeste;DF;1;1955.75;1467.38
02/01/2023;Mouse;Acessórios;Sul;PR;5;6974.27;3622.33
10/02/2024;Notebook;Tecnologia;Sul;PR;4;8685.35;5035.38
08/02/2024;Mouse;Acessórios;Sudeste;RJ;5;21498.03;11381.59
27/05/2024;Headset;Acessórios;Centro-Oeste;DF;4;17563.89;10064.87
03/03/2023;Mouse;Acessórios;Nordeste;BA;2;5284.16;3237.96
25/04/2024;Smartphone;Tecnologia;Sul;PR;4;17472.17;10792.88
20/11/2023;Teclado;Acessórios;Sudeste;SP;1;4799.01;3532.41
22/03/2023;Smartphone;Tecnologia;Sudeste;RJ;9;42684.66;31700.41
21/04/2023;Monitor;Tecnologia;Sul;RS;1;4283.92;2191.35
19/02/2024;Teclado;Acessórios;Sudeste;RJ;8;20613.19;14247.02
21/09/2024;Headset;Acessórios;Sudeste;RJ;2;4477.14;2843.15
23/03/2024;Teclado;Acessórios;Centro-Oeste;DF;1;3262.7;1696.59
24/11/2024;Teclado;Acessórios;Sul;PR;8;35768.54;19018.42
30/09/2023;Mouse;Acessórios;Nordeste;BA;1;2494.73;1283.16
07/11/2023;Mouse;Acessórios;Sul;PR;8;7052.51;5041.82
14/06/2023;Mouse;Acessórios;Centro-Oeste;DF;3;2461.97;1239.93
04/05/2023;Teclado;Acessórios;Sudeste;SP;5;13943.03;8592.79
28/07/2023;Monitor;Tecnologia;Sul;RS;4;8294.66;6074.97
19/11/2023;Teclado;Acessórios;Nordeste;BA;7;28191.04;17096.53
18/11/2023;Smartphone;Tecnologia;Nordeste;BA;5;14866.36;11137.29
31/03/2023;Monitor;Tecnologia;Sudeste;RJ;8;13541.67;6855.92
31/05/2023;Smartphone;Tecnologia;Sul;RS;1;1829.5;1336.94
11/09/2023;Teclado;Acessórios;Sul;PR;9;44027.63;30828.37
02/04/2024;Monitor;Tecnologia;Nordeste;BA;3;3138.72;2148.46
15/05/2024;Notebook;Tecnologia;Sudeste;RJ;9;30578.12;20153.75
26/03/2024;Notebook;Tecnologia;Centro-Oeste;DF;2;3899.94;2096.49
23/10/2024;Notebook;Tecnologia;Sudeste;SP;8;8102.44;5232.59
17/12/2023;Monitor;Tecnologia;Sul;PR;2;2152.86;1294.9
30/03/2023;Monitor;Tecnologia;Sudeste;SP;8;25547.14;13501.75
06/01/2023;Monitor;Tecnologia;Sudeste;RJ;8;19554.77;12355.12
02/10/2024;Teclado;Acessórios;Centro-Oeste;DF;9;11129.19;6478.72
02/11/2024;Mouse;Acessórios;Centro-Oeste;DF;4;4187.02;2341.56
30/03/2023;Mouse;Acessórios;Nordeste;BA;1;3406.15;1995.23
20/10/2023;Headset;Acessórios;Sul;RS;7;31196.96;18017.17
11/10/2024;Headset;Acessórios;Sudeste;RJ;2;6724.64;3808.29
14/05/2023;Monitor;Tecnologia;Sul;RS;8;30934.91;20644.22
04/04/2023;Headset;Acessórios;Centro-Oeste;DF;7;24169.1;13371.04
14/10/2024;Headset;Acessórios;Sudeste;RJ;6;23336.06;13553.57
30/01/2023;Teclado;Acessórios;Sul;RS;2;1971.49;1391.06
07/07/2023;Notebook;Tecnologia;Centro-Oeste;DF;4;16720.14;9431.05
23/04/2023;Headset;Acessórios;Sudeste;SP;3;3534.13;2130.07
18/06/2023;Teclado;Acessórios;Sul;RS;6;17640.4;11944.39
20/06/2024;Monitor;Tecnologia;Centro-Oeste;DF;8;26029.86;13842.14
29/05/2024;Headset;Acessórios;Sudeste;RJ;7;25199.89;19202.24
25/07/2024;Headset;Acessórios;Nordeste;BA;9;35325.42;19359.09
27/03/2024;Mouse;Acessórios;Sul;RS;8;12880.44;9247.36
11/09/2023;Monitor;Tecnologia;Sul;PR;1;1750.56;977.14
26/11/2023;Notebook;Tecnologia;Sudeste;SP;2;2836.32;1890.48
02/08/2023;Notebook;Tecnologia;Sudeste;RJ;7;22871.81;16155.85
04/11/2024;Teclado;Acessórios;Sudeste;RJ;9;26946.17;13515.36
11/09/2024;Monitor;Tecnologia;Centro-Oeste;DF;6;25482.37;12825.52
29/03/2023;Headset;Acessórios;Centro-Oeste;DF;9;43301.98;26430.76
10/03/2023;Mouse;Acessórios;Sudeste;RJ;3;12866.6;8248.72
09/07/2024;Smartphone;Tecnologia;Sudeste;SP;3;14950.51;9127.18
01/03/2024;Smartphone;Tecnologia;Sudeste;SP;4;14997.28;11485.8
07/07/2023;Notebook;Tecnologia;Sudeste;RJ;3;3360.61;2348.77
07/11/2023;Teclado;Acessórios;Nordeste;BA;6;21781.69;10911.87
12/08/2024;Smartphone;Tecnologia;Sul;RS;6;7505.9;4161.24
28/03/2024;Smartphone;Tecnologia;Sul;PR;4;9241.89;7044.89
13/10/2024;Monitor;Tecnologia;Sudeste;RJ;3;2375.52;1601.09
25/12/2024;Mouse;Acessórios;Sul;RS;7;25642.72;13227.57
10/12/2024;Monitor;Tecnologia;Sudeste;RJ;8;28352.85;21023.54
14/11/2024;Headset;Acessórios;Sudeste;SP;3;8226.45;4303.4
22/07/2024;Headset;Acessórios;Sudeste;RJ;6;21776.22;15761.14
24/01/2023;Notebook;Tecnologia;Centro-Oeste;DF;6;8665.73;6477.98
06/12/2024;Headset;Acessórios;Sudeste;RJ;3;7442.69;4050.58
04/06/2023;Notebook;Tecnologia;Nordeste;BA;7;26668.43;15221.2
13/01/2024;Smartphone;Tecnologia;Centro-Oeste;DF;4;3125.76;2314.34
11/03/2024;Teclado;Acessórios;Sul;RS;9;42291.09;29297.98
24/07/2023;Teclado;Acessórios;Nordeste;BA;1;3368.99;2185.97
12/06/2024;Smartphone;Tecnologia;Nordeste;BA;6;29760.41;21551.48
03/09/2024;Monitor;Tecnologia;Sudeste;SP;7;21513.98;14550.57
10/03/2023;Notebook;Tecnologia;Sul;PR;9;27404.77;21756.49
25/04/2023;Notebook;Tecnologia;Sul;RS;3;1853.66;940.28
27/06/2023;Headset;Acessórios;Sul;RS;6;10372.91;6798.65
15/05/2024;Smartphone;Tecnologia;Sul;PR;3;14199.17;8204.12
19/02/2024;Monitor;Tecnologia;Sudeste;RJ;3;6588.34;4206.79
15/12/2024;Headset;Acessórios;Centro-Oeste;DF;4;16447.58;10484.61
04/02/2023;Headset;Acessórios;Sul;RS;5;18385.43;12674.02
09/07/2023;Notebook;Tecnologia;Centro-Oeste;DF;7;31973.27;24709.49
30/07/2023;Smartphone;Tecnologia;Sul;PR;8;30262.3;22081.0
23/12/2023;Monitor;Tecnologia;Sul;RS;6;9081.04;4898.36
23/07/2024;Teclado;Acessórios;Sudeste;RJ;9;34930.69;24349.71
30/01/2023;Headset;Acessórios;Centro-Oeste;DF;4;2241.25;1310.73
09/01/2024;Monitor;Tecnologia;Centro-Oeste;DF;6;10066.05;5778.86
05/08/2023;Teclado;Acessórios;Sul;RS;8;39094.05;23900.62
08/03/2023;Smartphone;Tecnologia;Sudeste;RJ;9;35956.78;18683.5
29/02/2024;Notebook;Tecnologia;Sudeste;RJ;4;2605.04;1351.49
15/02/2024;Teclado;Acessórios;Centro-Oeste;DF;9;18509.78;11005.12
13/10/2023;Teclado;Acessórios;Nordeste;BA;7;6222.38;3553.2
20/01/2023;Headset;Acessórios;Nordeste;BA;8;23739.54;12781.28
26/10/2023;Teclado;Acessórios;Centro-Oeste;DF;7;15893.61;11894.15
19/11/2024;Teclado;Acessórios;Sul;PR;8;13365.68;9613.22
13/03/2023;Mouse;Acessórios;Sudeste;RJ;5;8271.93;5759.35
21/12/2023;Mouse;Acessórios;Centro-Oeste;DF;5;15219.93;9728.27
23/06/2024;Smartphone;Tecnologia;Sul;RS;9;42854.96;33864.28
10/10/2023;Notebook;Tecnologia;Sul;RS;9;5392.42;3860.99
18/01/2024;Notebook;Tecnologia;Sul;RS;9;38949.95;26032.86
23/07/2024;Notebook;Tecnologia;Sul;RS;1;4912.33;2791.3
06/06/2024;Headset;Acessórios;Nordeste;BA;9;36563.85;24302.22
17/05/2023;Smartphone;Tecnologia;Sudeste;SP;2;1735.53;1106.38
07/04/2023;Headset;Acessórios;Sudeste;RJ;1;2428.84;1317.13
14/02/2023;Notebook;Tecnologia;Sudeste;SP;6;25949.34;18182.87
